Date,Open,High,Low,Close,Adj Close,Volume
2022-05-30,3297.0,3386.60009765625,3286.35009765625,3375.25,3375.25,2094624
2022-05-31,3354.14990234375,3383.39990234375,3325.0,3364.35009765625,3364.35009765625,4840965
2022-06-01,3388.0,3388.0,3340.050048828125,3355.199951171875,3355.199951171875,1493835
2022-06-02,3355.0,3432.0,3346.300048828125,3423.0,3423.0,2656850
